teilnehmer_id;anrede;vorname;nachname;email;telefon;firma;position;branche;plz;ort;land;ticket_typ;teilnahmetage;anzahl_teilnahmetage;newsletter_opt_in;anmeldedatum_event;erstellt_am
TN-00529;Herr;Simon;Huber;simon.huber@kleintrockenbauek.de;+49 9613 741233;Klein Trockenbau e.K.;Bauleiter/-in;Bauingenieurwesen;94032;Passau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-01;2025-10-01T18:41:08
TN-00530;Herr;Markus;Krause;markus.krause@krausebaustoffhand.de;+49 8895 392731;Krause Baustoffhandel;Geschäftsführer/-in;Garten- und Landschaftsbau;88131;Lindau;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-12-25;2025-12-25T04:58:00
TN-00531;Herr;Florian;Braun;florian.braun@eberlefassadenbaug.de;+49 8711 146372;Eberle Fassaden Bau GmbH;Geschäftsführer/-in;Fliesenleger;87459;Pfronten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-21;2025-12-21T17:38:21
TN-00532;Herr;Felix;Walter;felix.walter@schmittdachag.de;+49 7050 826830;Schmitt Dach AG;Mitarbeiter/-in Verkauf Innendienst;Dachdecker;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-17;2025-09-17T11:14:04
TN-00533;Herr;Manfred;Schwarz;manfred.schwarz@schmidtmalerag.de;+49 8881 999596;Schmidt Maler AG;Polier/-in;Garten- und Landschaftsbau;93047;Regensburg;DE;Tagesticket;15.01.2026;1;false;2025-10-30;2025-10-30T12:38:29
TN-00534;Frau;Annika;Weiß;annika.weiss@kochnatursteinmeis.de;+49 9594 101429;Koch Naturstein Meisterbetrieb;Niederlassungsleiter/-in;Baustoffhandel;90402;Nürnberg;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2026-01-01;2026-01-01T01:09:02
TN-00535;Frau;Elke;Schneider;elke.schneider@beckholzbaubaugmbh.de;+49 9804 184891;Beck Holzbau Bau GmbH;Polier/-in;Maler & Stuckateur;89312;Günzburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-22;2025-12-22T00:45:47
TN-00536;Herr;Konstantin;Stark;konstantin.stark@architekturbuerost.de;+49 9535 142859;Architekturbüro Stark;Architekt/-in;Maler & Stuckateur;87534;Oberstaufen;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-11-14;2025-11-14T16:41:58
TN-00537;Herr;Dieter;Lang;dieter.lang@planungsbuerolang.de;+49 9658 601736;Planungsbüro Lang;Mitarbeiter/-in Verkauf Innendienst;Bauingenieurwesen;70173;Stuttgart;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-17;2025-10-17T16:06:32
TN-00538;Herr;Daniel;Braun;daniel.braun@koehlerholzbauhand.de;+49 8527 461996;Köhler Holzbau Handwerk GmbH;Vertriebsmitarbeiter/-in;Fliesenleger;79098;Freiburg im Breisgau;DE;Tagesticket;14.01.2026;1;false;2025-10-25;2025-10-25T03:35:27
TN-00539;Herr;Benedikt;Lang;benedikt.lang@schmittmassivbauba.de;+49 7268 297503;Schmitt Massivbau Bau GmbH;Vertriebsmitarbeiter/-in;Baustoffhandel;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2026-01-10;2026-01-10T01:50:08
TN-00540;Herr;Patrick;Weber;patrick.weber@beckerholzbauhandw.de;+49 7836 645980;Becker Holzbau Handwerk GmbH;Niederlassungsleiter/-in;Bauhandwerk;87459;Pfronten;DE;Tagesticket;15.01.2026;1;true;2025-12-06;2025-12-06T17:03:34
TN-00541;Herr;Benedikt;Hofmann;benedikt.hofmann@schwarzbaugmbhcokg.de;+49 7951 975505;Schwarz Bau GmbH & Co. KG;Auszubildende/-r;Sanierung/Denkmalschutz;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-05;2025-09-05T14:41:53
TN-00542;Frau;Carina;Herrmann;carina.herrmann@herrmannhandwerksb.de;+49 8245 694806;Herrmann Handwerksbetrieb;Bauleiter/-in;Wohnungswirtschaft;88045;Friedrichshafen;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-12-16;2025-12-16T20:02:58
TN-00543;Frau;Heike;Mayer;heike.mayer@weissmassivbaumeis.de;+49 8867 274444;Weiß Massivbau Meisterbetrieb;Polier/-in;Architektur;87509;Immenstadt;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-09-30;2025-09-30T03:18:24
TN-00544;Frau;Julia;Koch;julia.koch@kochhandwerksbetri.de;+49 7478 143150;Koch Handwerksbetrieb;Architekt/-in;Bauingenieurwesen;93047;Regensburg;DE;Tagesticket;15.01.2026;1;true;2025-10-01;2025-10-01T03:17:27
TN-00545;Frau;Daniela;Koch;daniela.koch@winklerstuckek.de;+49 9211 270495;Winkler Stuck e.K.;Auszubildende/-r;Wohnungswirtschaft;90402;Nürnberg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-09-30;2025-09-30T01:28:12
TN-00546;Herr;Jonas;Brutscher;jonas.brutscher@huberbodenek.de;+49 9237 632056;Huber Boden e.K.;Architekt/-in;Sanierung/Denkmalschutz;87459;Pfronten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-02;2025-09-02T04:00:46
TN-00547;Frau;Laura;Möller;laura.moeller@ingenieurbueromoel.de;+49 9984 563581;Ingenieurbüro Möller;Architekt/-in;Garten- und Landschaftsbau;93047;Regensburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-29;2025-09-29T21:27:31
TN-00548;Frau;Andrea;Schulz;andrea.schulz@architekturbuerosc.de;+49 7902 567636;Architekturbüro Schulz;Architekt/-in;Baustoffhandel;80331;München;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-09-06;2025-09-06T03:33:21
TN-00549;Herr;Erwin;Walter;erwin.walter@bauerholzbaugmbh.de;+49 9773 804179;Bauer Holzbau GmbH;Inhaber/-in;Trockenbau;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-14;2025-12-14T21:10:59
TN-00550;Frau;Carina;Keller;carina.keller@architekturbueroke.de;+49 9932 995278;Architekturbüro Keller;Einkäufer/-in;Maler & Stuckateur;93047;Regensburg;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;true;2025-11-10;2025-11-10T10:41:03
TN-00551;Herr;Patrick;Hofmann;patrick.hofmann@ganglwaermedaemmba.de;+49 8819 877548;Gangl Wärmedämm Bau GmbH;Einkäufer/-in;Fliesenleger;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-13;2025-10-13T05:12:44
TN-00552;Frau;Verena;Schulz;verena.schulz@ingenieurbueroschu.de;+49 8944 650818;Ingenieurbüro Schulz;Architekt/-in;Baustoffhandel;87435;Kempten;DE;Tagesticket;16.01.2026;1;false;2025-09-29;2025-09-29T05:24:27
TN-00553;Frau;Stefanie;Müller;stefanie.mueller@krauseholzbaugmbhc.de;+49 7560 308936;Krause Holzbau GmbH & Co. KG;Bauleiter/-in;Dachdecker;89312;Günzburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-11-30;2025-11-30T01:38:06
TN-00554;Frau;Andrea;Riedmiller;andrea.riedmiller@ingenieurbueroried.de;+49 8898 335426;Ingenieurbüro Riedmiller;Geschäftsführer/-in;Bauhandwerk;80331;München;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-06;2025-12-06T06:40:30
TN-00555;Frau;Renate;Becker;renate.becker@beckerbaustoffe.de;+49 9817 776106;Becker Baustoffe;Meister/-in;Bauhandwerk;79098;Freiburg im Breisgau;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;true;2025-10-06;2025-10-06T03:56:07
TN-00556;Frau;Ursula;Weber;ursula.weber@weberbaustoffe.de;+49 8056 758501;Weber Baustoffe;Niederlassungsleiter/-in;Fliesenleger;83278;Traunstein;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-03;2025-12-03T15:13:35
TN-00557;Herr;Uwe;Köhler;uwe.koehler@architekturbueroko.de;+49 7598 435209;Architekturbüro Köhler;Vertriebsmitarbeiter/-in;Garten- und Landschaftsbau;86150;Augsburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-02;2025-10-02T22:55:23
TN-00558;Herr;Stefan;Neumann;stefan.neumann@fischergartenek.de;+49 7314 638828;Fischer Garten e.K.;Meister/-in;Sanierung/Denkmalschutz;80331;München;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-13;2025-12-13T04:10:20
TN-00559;Herr;Georg;Möller;georg.moeller@gangltrockenbauek.de;+49 9858 821783;Gangl Trockenbau e.K.;Architekt/-in;Baustoffhandel;93047;Regensburg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-10-29;2025-10-29T19:05:55
TN-00560;Frau;Sandra;Müller;sandra.mueller@hartmannmassivbaum.de;+49 7667 207392;Hartmann Massivbau Meisterbetrieb;Meister/-in;Architektur;88212;Ravensburg;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-11-20;2025-11-20T08:02:00
TN-00561;Herr;Dieter;Günther;dieter.guenther@ingenieurbueroguen.de;+49 7466 537619;Ingenieurbüro Günther;Vertriebsmitarbeiter/-in;Baustoffhandel;89312;Günzburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-17;2025-12-17T08:22:18
TN-00562;Herr;Michael;Mayer;michael.mayer@schulzgartenmeiste.de;+49 8401 280572;Schulz Garten Meisterbetrieb;Mitarbeiter/-in Verkauf Innendienst;Wohnungswirtschaft;75173;Pforzheim;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-26;2025-12-26T09:14:40
TN-00563;Herr;Daniel;Schulz;daniel.schulz@planungsbueroschul.de;+49 7533 182423;Planungsbüro Schulz;Einkäufer/-in;Garten- und Landschaftsbau;89077;Ulm;DE;Tagesticket;15.01.2026;1;false;2025-10-31;2025-10-31T00:43:11
TN-00564;Herr;Christian;Schmidt;christian.schmidt@schmidtbaustoffhan.de;+49 9702 638421;Schmidt Baustoffhandel;Polier/-in;Bauhandwerk;87509;Immenstadt;DE;Tagesticket;14.01.2026;1;false;2025-10-09;2025-10-09T11:03:43
TN-00565;Frau;Andrea;Weber;andrea.weber@moellerbaugmbh.de;+49 7819 293757;Möller Bau GmbH;Niederlassungsleiter/-in;Maler & Stuckateur;87534;Oberstaufen;DE;Tagesticket;16.01.2026;1;true;2025-12-27;2025-12-27T04:33:13
TN-00566;Herr;Alexander;Friedrich;alexander.friedrich@settelefliesenbaug.de;+49 7279 203919;Settele Fliesen Bau GmbH;Polier/-in;Bauhandwerk;94032;Passau;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;false;2025-10-18;2025-10-18T06:58:28
TN-00567;Herr;Patrick;Schäfer;patrick.schaefer@ingenieurbueroscha.de;+49 9065 992649;Ingenieurbüro Schäfer;Mitarbeiter/-in Verkauf Innendienst;Fliesenleger;87561;Oberstdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-20;2025-09-20T11:54:31
TN-00568;Herr;Maximilian;Roth;maximilian.roth@planungsbueroroth.de;+49 9106 338607;Planungsbüro Roth;Einkäufer/-in;Baustoffhandel;90402;Nürnberg;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-11-14;2025-11-14T01:08:03
TN-00569;Frau;Karin;Huber;karin.huber@herrmannbodenmeist.de;+49 7166 186243;Herrmann Boden Meisterbetrieb;Architekt/-in;Fliesenleger;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-27;2025-10-27T07:26:29
TN-00570;Frau;Annika;Keller;annika.keller@kellerhandwerksbet.de;+49 8190 996915;Keller Handwerksbetrieb;Einkäufer/-in;Bauträger;75173;Pforzheim;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-15;2025-10-15T04:38:47
TN-00571;Frau;Daniela;Koch;daniela.koch@rothhochundtiefbau.de;+49 9771 189135;Roth Hoch- und Tiefbau GmbH;Inhaber/-in;Architektur;78462;Konstanz;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-11-25;2025-11-25T09:29:59
TN-00572;Herr;Frank;Weber;frank.weber@kruegerputzgmbhcok.de;+49 8739 860427;Krüger Putz GmbH & Co. KG;Vertriebsmitarbeiter/-in;Wohnungswirtschaft;94032;Passau;DE;Tagesticket;15.01.2026;1;false;2025-11-18;2025-11-18T20:07:24
TN-00573;Frau;Bettina;Hofmann;bettina.hofmann@herrmannnaturstein.de;+49 7442 228125;Herrmann Naturstein Bau GmbH;Projektleiter/-in;Fliesenleger;86150;Augsburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-29;2025-09-29T22:48:47
TN-00574;Herr;Michael;Wagner;michael.wagner@architekturbuerowa.de;+49 7733 501219;Architekturbüro Wagner;Polier/-in;Sanierung/Denkmalschutz;88212;Ravensburg;DE;Tagesticket;14.01.2026;1;true;2026-01-11;2026-01-11T00:12:35
TN-00575;Frau;Melanie;Günther;melanie.guenther@winklermalermeiste.de;+49 7827 407823;Winkler Maler Meisterbetrieb;Niederlassungsleiter/-in;Fliesenleger;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-05;2025-12-05T21:45:36
TN-00576;Frau;Brigitte;Krüger;brigitte.krueger@ingenieurbuerokrue.de;+49 7129 551313;Ingenieurbüro Krüger;Inhaber/-in;Dachdecker;89312;Günzburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-04;2025-09-04T18:20:59
TN-00577;Frau;Theresa;Huber;theresa.huber@schulzefliesenhand.de;+49 7550 427637;Schulze Fliesen Handwerk GmbH;Mitarbeiter/-in Verkauf Innendienst;Dachdecker;80331;München;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;false;2025-10-03;2025-10-03T04:58:03
TN-00578;Herr;Helmut;Roth;helmut.roth@mayerhochundtiefba.de;+49 8078 618721;Mayer Hoch- und Tiefbau Bau GmbH;Polier/-in;Dachdecker;87616;Marktoberdorf;DE;Tagesticket;14.01.2026;1;false;2025-12-08;2025-12-08T17:19:24
TN-00579;Frau;Laura;Braun;laura.braun@schulzstuckmeister.de;+49 9391 128206;Schulz Stuck Meisterbetrieb;Niederlassungsleiter/-in;Maler & Stuckateur;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-11-08;2025-11-08T01:53:01
TN-00580;Frau;Ines;Hofmann;ines.hofmann@winklerstuckgmbhco.de;+49 9427 189067;Winkler Stuck GmbH & Co. KG;Mitarbeiter/-in Verkauf Innendienst;Baustoffhandel;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-16;2025-10-16T21:25:05
TN-00581;Herr;Wolfgang;Schäfer;wolfgang.schaefer@schneidertrockenba.de;+49 8725 379570;Schneider Trockenbau AG;Geschäftsführer/-in;Garten- und Landschaftsbau;93047;Regensburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-22;2025-11-22T08:52:01
TN-00582;Herr;Bernd;Lange;bernd.lange@langebaustoffe.de;+49 7409 824423;Lange Baustoffe;Niederlassungsleiter/-in;Bauträger;83278;Traunstein;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-20;2025-09-20T07:26:04
TN-00583;Frau;Anja;Günther;anja.guenther@bauersanierungsag.de;+49 9194 324479;Bauer Sanierungs AG;Projektleiter/-in;Wohnungswirtschaft;84028;Landshut;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-15;2025-09-15T23:01:19
TN-00584;Frau;Heike;Günther;heike.guenther@architekturbuerogu.de;+49 8119 170537;Architekturbüro Günther;Polier/-in;Trockenbau;83278;Traunstein;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-09-19;2025-09-19T17:29:26
TN-00585;Herr;Manfred;Sailer;manfred.sailer@koehlermassivbaume.de;+49 8283 309795;Köhler Massivbau Meisterbetrieb;Einkäufer/-in;Dachdecker;80331;München;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-11-24;2025-11-24T09:30:32
TN-00586;Frau;Marion;Koch;marion.koch@kochhandwerksbetri.de;+49 7872 792905;Koch Handwerksbetrieb;Mitarbeiter/-in Verkauf Innendienst;Fliesenleger;88045;Friedrichshafen;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-07;2025-10-07T13:20:04
TN-00587;Frau;Kerstin;Jung;kerstin.jung@ingenieurbuerojung.de;+49 7984 257782;Ingenieurbüro Jung;Mitarbeiter/-in Verkauf Innendienst;Sanierung/Denkmalschutz;88131;Lindau;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-11-11;2025-11-11T01:38:34
TN-00588;Frau;Verena;Braun;verena.braun@architekturbuerobr.de;+49 8093 963723;Architekturbüro Braun;Projektleiter/-in;Sanierung/Denkmalschutz;84028;Landshut;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-10;2025-10-10T20:38:57
TN-00589;Herr;Jonas;Wolf;jonas.wolf@schmidtputzgmbhcok.de;+49 8786 542519;Schmidt Putz GmbH & Co. KG;Niederlassungsleiter/-in;Bauhandwerk;80331;München;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;true;2025-11-30;2025-11-30T11:08:27
TN-00590;Frau;Nicole;Schmidt;nicole.schmidt@winklerholzbaubaug.de;+49 9959 609442;Winkler Holzbau Bau GmbH;Geschäftsführer/-in;Bauhandwerk;87616;Marktoberdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2026-01-04;2026-01-04T10:37:36
TN-00591;Herr;Bernd;Keller;bernd.keller@eberlemalerag.de;+49 7369 516174;Eberle Maler AG;Mitarbeiter/-in Verkauf Innendienst;Architektur;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2026-01-09;2026-01-09T18:13:07
TN-00592;Herr;Ralf;Winkler;ralf.winkler@ingenieurbuerowink.de;+49 7975 728958;Ingenieurbüro Winkler;Inhaber/-in;Maler & Stuckateur;86150;Augsburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-06;2025-12-06T17:37:47
TN-00593;Frau;Martina;Brutscher;martina.brutscher@wagnerbodengmbhcok.de;+49 8041 718115;Wagner Boden GmbH & Co. KG;Geschäftsführer/-in;Fliesenleger;88131;Lindau;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-10-24;2025-10-24T15:28:59
TN-00594;Herr;Bernd;König;bernd.koenig@neumannfassadenmei.de;+49 8506 961264;Neumann Fassaden Meisterbetrieb;Projektleiter/-in;Bauhandwerk;87459;Pfronten;DE;2-Tages-Ticket;"15.01.2026;16.01.2026";2;false;2025-11-10;2025-11-10T19:41:36
TN-00595;Herr;Stefan;Beck;stefan.beck@beckhandwerksbetri.de;+49 8266 769986;Beck Handwerksbetrieb;Mitarbeiter/-in Verkauf Innendienst;Maler & Stuckateur;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-20;2025-10-20T10:59:08
TN-00596;Herr;Holger;Gangl;holger.gangl@langewaermedaemmgm.de;+49 7964 411870;Lange Wärmedämm GmbH;Meister/-in;Architektur;78462;Konstanz;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-10-20;2025-10-20T22:52:23
TN-00597;Frau;Verena;Sailer;verena.sailer@riedmillermalermei.de;+49 8362 852233;Riedmiller Maler Meisterbetrieb;Einkäufer/-in;Baustoffhandel;88212;Ravensburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-01;2025-12-01T19:26:40
TN-00598;Frau;Gisela;Weber;gisela.weber@hubertrockenbauhan.de;+49 7752 760766;Huber Trockenbau Handwerk GmbH;Vertriebsmitarbeiter/-in;Sanierung/Denkmalschutz;87561;Oberstdorf;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-11;2025-09-11T10:47:53
TN-00599;Frau;Christine;Frank;christine.frank@beckermalergmbhcok.de;+49 9659 900234;Becker Maler GmbH & Co. KG;Bauleiter/-in;Bauingenieurwesen;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-12-10;2025-12-10T14:26:22
TN-00600;Frau;Theresa;Mayer;theresa.mayer@planungsbueromayer.de;+49 8341 938366;Planungsbüro Mayer;Projektleiter/-in;Bauträger;86150;Augsburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-10-05;2025-10-05T00:28:15
TN-00601;Frau;Julia;Werner;julia.werner@ingenieurbuerowern.de;+49 9287 778540;Ingenieurbüro Werner;Polier/-in;Sanierung/Denkmalschutz;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-05;2025-09-05T08:37:49
TN-00602;Herr;Simon;Bauer;simon.bauer@fischerfliesenag.de;+49 7611 193387;Fischer Fliesen AG;Architekt/-in;Architektur;94032;Passau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-23;2025-11-23T14:50:04
TN-00603;Herr;Thomas;Lang;thomas.lang@riedmillerwaermeda.de;+49 7832 299800;Riedmiller Wärmedämm Handwerk GmbH;Projektleiter/-in;Wohnungswirtschaft;88212;Ravensburg;DE;Tagesticket;16.01.2026;1;false;2025-09-24;2025-09-24T08:18:27
TN-00604;Frau;Nicole;Lehmann;nicole.lehmann@ingenieurbuerolehm.de;+49 7775 538651;Ingenieurbüro Lehmann;Bauleiter/-in;Dachdecker;88131;Lindau;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-26;2025-10-26T06:43:22
TN-00605;Herr;Patrick;Schröder;patrick.schroeder@starkwaermedaemmgm.de;+49 8876 189903;Stark Wärmedämm GmbH & Co. KG;Geschäftsführer/-in;Fliesenleger;90402;Nürnberg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-23;2025-12-23T12:31:30
TN-00606;Frau;Bettina;Roth;bettina.roth@langnatursteinag.de;+49 9281 161606;Lang Naturstein AG;Geschäftsführer/-in;Maler & Stuckateur;94032;Passau;DE;Tagesticket;14.01.2026;1;false;2025-10-21;2025-10-21T02:05:52
TN-00607;Frau;Ines;Keller;ines.keller@ingenieurbuerokell.de;+49 9538 499442;Ingenieurbüro Keller;Projektleiter/-in;Dachdecker;87509;Immenstadt;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;false;2025-09-02;2025-09-02T08:59:02
TN-00608;Herr;Dieter;Schneider;dieter.schneider@schneiderbaustoffe.de;+49 8389 590822;Schneider Baustoffe;Bauleiter/-in;Baustoffhandel;87616;Marktoberdorf;DE;2-Tages-Ticket;"14.01.2026;16.01.2026";2;true;2025-12-08;2025-12-08T03:37:47
TN-00609;Frau;Sandra;Schröder;sandra.schroeder@schulzstuckag.de;+49 8158 376002;Schulz Stuck AG;Polier/-in;Wohnungswirtschaft;86150;Augsburg;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-10;2025-11-10T08:28:53
TN-00610;Frau;Anja;Braun;anja.braun@braunbaustoffhande.de;+49 9692 767578;Braun Baustoffhandel;Vertriebsmitarbeiter/-in;Bauhandwerk;87459;Pfronten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-12-18;2025-12-18T05:37:54
TN-00611;Herr;Daniel;Koch;daniel.koch@schaeferholzbauhan.de;+49 9027 142773;Schäfer Holzbau Handwerk GmbH;Vertriebsmitarbeiter/-in;Maler & Stuckateur;75173;Pforzheim;DE;Tagesticket;14.01.2026;1;false;2025-11-25;2025-11-25T01:54:38
TN-00612;Frau;Annika;Herrmann;annika.herrmann@beckerbodenek.de;+49 7739 975512;Becker Boden e.K.;Bauleiter/-in;Garten- und Landschaftsbau;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-10;2025-10-10T21:28:04
TN-00613;Frau;Kerstin;Eberle;kerstin.eberle@planungsbueroeberl.de;+49 9337 289340;Planungsbüro Eberle;Einkäufer/-in;Baustoffhandel;83278;Traunstein;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-02;2025-09-02T03:13:38
TN-00614;Frau;Birgit;Hörmann;birgit.hoermann@rothmassivbauhandw.de;+49 7434 977634;Roth Massivbau Handwerk GmbH;Architekt/-in;Architektur;87534;Oberstaufen;DE;2-Tages-Ticket;"14.01.2026;15.01.2026";2;true;2025-11-16;2025-11-16T20:57:51
TN-00615;Frau;Renate;Huber;renate.huber@huberbaustoffe.de;+49 7179 788047;Huber Baustoffe;Polier/-in;Fliesenleger;94032;Passau;DE;Tagesticket;14.01.2026;1;true;2026-01-07;2026-01-07T02:31:53
TN-00616;Herr;Tobias;Gangl;tobias.gangl@braunmassivbaumeis.de;+49 9466 499917;Braun Massivbau Meisterbetrieb;Inhaber/-in;Dachdecker;87509;Immenstadt;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;true;2025-09-15;2025-09-15T01:35:53
TN-00617;Herr;Jonas;Meyer;jonas.meyer@schaeferputzag.de;+49 9679 261621;Schäfer Putz AG;Inhaber/-in;Wohnungswirtschaft;78462;Konstanz;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-10-26;2025-10-26T15:53:50
TN-00618;Frau;Lisa;Eberle;lisa.eberle@planungsbueroeberl.de;+49 8505 637555;Planungsbüro Eberle;Meister/-in;Fliesenleger;90402;Nürnberg;DE;Tagesticket;14.01.2026;1;false;2026-01-08;2026-01-08T13:32:57
TN-00619;Frau;Renate;Neumann;renate.neumann@neumannbaustoffhan.de;+49 9514 295408;Neumann Baustoffhandel;Einkäufer/-in;Sanierung/Denkmalschutz;87435;Kempten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2025-11-22;2025-11-22T09:09:43
TN-00620;Herr;Konstantin;Krüger;konstantin.krueger@kruegerhandwerksbe.de;+49 7635 619383;Krüger Handwerksbetrieb;Auszubildende/-r;Sanierung/Denkmalschutz;89077;Ulm;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2026-01-05;2026-01-05T02:05:03
TN-00621;Herr;Patrick;Huber;patrick.huber@zimmermannhochundt.de;+49 8018 648501;Zimmermann Hoch- und Tiefbau GmbH & Co. KG;Einkäufer/-in;Wohnungswirtschaft;87459;Pfronten;DE;3-Tages-Ticket;"14.01.2026;15.01.2026;16.01.2026";3;false;2026-01-12;2026-01-12T05:08:02
